Peak,FA_name,Common_name,Class,synthesizer,Reten_1_mirror_fish,Area_1_mirror_fish,Reten_2_mirror_fish,Area_2_mirror_fish,Reten_3_C_caddis,Area_3_C_caddis,Reten_4_C_caddis,Area_4_C_caddis,Reten_6_milk_caddis,Area_6_milk_caddis,Reten_7_mirror_caddis,Area_7_mirror_caddis,Reten_8_morg_caddis,Area_8_morg_caddis,Reten_9_morg_caddis,Area_9_morg_caddis,Reten_10_noname_caddis,Area_10_noname_caddis,Reten_11_y015_caddis,Area_11_y015_caddis,Reten_12_y025_caddis,Area_12_y025_caddis,Reten_13_Z_caddis,Area_13_Z_caddis,Reten_90_C_cal,Area_90_C_cal,Reten_92_O_cal,Area_92_O_cal,Reten_108_clear_caddis,Area_108_clear_caddis,Reten_94_Z_cal,Area_94_Z_cal,Reten_85_mirror_cal,Area_85_mirror_cal,Reten_86_y025_cal,Area_86_y025_cal,Reten_87_y015_cal,Area_87_y015_cal,Reten_80_clear_chaob,Area_80_clear_chaob,Reten_96_L_cal,Area_96_L_cal,Reten_81_clear_clad,Area_81_clear_clad,Reten_82_clear_cal,Area_82_clear_cal,Reten_83_morg_cal,Area_83_morg_cal,Reten_84_morg_clad,Area_84_morg_clad,Reten_93_O_clad,Area_93_O_clad,Reten_105_milk_cal,Area_105_milk_cal,Reten_106_milk_chaob,Area_106_milk_chaob,Reten_97_L_clad,Area_97_L_clad,Reten_91_C_clad,Area_91_C_clad,Reten_95_Z_clad,Area_95_Z_clad,total_appearances,availability,availability > 1.0,availability > 0.9,availability > 0.8
41.5,?,,SAFA,,NA,NA,NA,NA,NA,NA,32.12769318,3.707448959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.032258065,,,
42,17-0,,SAFA,,NA,NA,NA,NA,32.21778488,11.27962399,32.22990417,7.287350655,NA,NA,32.0905571,2.655182838,32.12324905,2.94413209,32.11740875,3.443467379,32.11493301,5.14414835,NA,NA,32.23149109,5.368885517,32.13132858,11.17796516,32.12086487,6.996881008,32.12126923,5.591868877,NA,NA,32.11447525,9.081670761,32.11426163,7.691358566,32.11193085,5.151011944,32.11138153,14.2222147,32.09135056,5.919813633,32.10700607,4.924046516,32.106987,9.657501221,32.13198471,48.71154404,32.11667252,21.31278038,32.10790253,4.860078335,32.11194992,5.708376408,32.11682129,31.01559448,32.11157608,18.73678017,32.10972214,3.318203926,32.09128189,3.321052551,32.10754776,6.029593468,26,0.838709677,,,1
42.5,17-1,,MUFA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.29101944,2.55664897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.29130173,3.967452288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.28668976,2.327827692,3,0.096774194,,,
43,17-1?,,MUFA,,NA,NA,32.55712509,2.480776787,32.56018448,2.986169815,32.57053757,4.69135952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.57143402,11.23430157,32.56814957,8.042124748,NA,NA,NA,NA,32.55918121,5.063714981,NA,NA,NA,NA,NA,NA,NA,NA,6,0.193548387,,,
44,16-2?,,PUFA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.80463409,3.197273016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.81308365,3.492459536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.064516129,,,
44.5,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.13064575,4.822016239,NA,NA,NA,NA,NA,NA,33.12368011,2.581231356,NA,NA,NA,NA,NA,NA,NA,NA,2,0.064516129,,,
45,17-0,,SAFA,,NA,NA,NA,NA,33.44326019,9.908975601,33.45536804,14.81874657,33.44294739,7.234475613,33.42169189,17.3504715,33.45141983,8.867617607,33.44571304,7.492432594,33.44348907,6.01089859,33.45834351,14.88826656,33.45582199,10.0649786,33.46193695,13.73550987,33.4528656,22.06592751,33.45392609,19.78606224,33.4353447,10.28998756,33.44363403,20.18258858,33.44020462,5.226006031,33.44042587,6.875518799,33.44052505,17.07004166,33.41941071,5.833177567,33.43676376,16.97366524,33.43502426,8.825655937,33.44661331,18.94780922,33.44277573,15.33181286,33.43616486,6.756381512,33.44564056,24.44085503,33.4355011,9.018971443,33.43659973,7.42080307,33.43638229,16.90400696,33.41815948,9.859614372,33.4347496,13.53072262,29,0.935483871,,1,1
45.5,16-3n4,,PUFA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.84394455,4.869904518,33.84483337,5.044018745,NA,NA,NA,NA,33.83810425,3.445959091,NA,NA,NA,NA,NA,NA,NA,NA,3,0.096774194,,,
46,16-4n3,,PUFA,green algae,NA,NA,34.23262787,7.592458248,34.23353577,18.75431824,34.24605942,19.00461006,NA,NA,34.18772888,5.594346523,34.20289993,8.812381744,34.1995697,4.791649342,34.22740936,7.442363739,34.24760818,13.94241524,34.23475266,19.63306618,34.25086212,15.89386749,34.34563065,17.34546471,34.34685898,14.70929337,34.18845367,4.512061119,34.3428688,20.00393295,34.34649277,5.217898846,34.34456253,4.098113537,34.34379578,9.743704796,34.33142471,3.871950388,34.33417511,18.65445518,34.34225082,4.024348259,34.37398529,33.95146561,34.3477478,26.64349937,34.34319305,4.265381813,34.33995438,7.87041235,34.34241486,21.55394936,NA,NA,NA,NA,34.3250885,5.175839424,34.33380508,6.42258358,27,0.870967742,,,1
47,17-1,,MUFA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.31000519,5.092814445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.32470703,4.110845566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.33976746,7.755684376,34.34197617,7.074568748,NA,NA,NA,NA,4,0.129032258,,,
49,17-1,,MUFA,,NA,NA,34.88072205,3.74889946,34.88368607,8.918848038,34.8953743,10.00068855,NA,NA,NA,NA,34.89473724,2.790577412,NA,NA,NA,NA,34.89612961,4.208425522,34.89736557,8.957987785,34.89427948,5.582612991,34.88038254,7.475337029,34.8417511,4.528720379,NA,NA,34.88562012,6.793509007,34.89788055,4.000998497,NA,NA,34.89544296,6.323680878,NA,NA,NA,NA,NA,NA,34.89795685,15.66513538,34.89403152,10.8421545,NA,NA,NA,NA,34.88925934,7.201472759,34.89056778,3.95182991,NA,NA,NA,NA,NA,NA,16,0.516129032,,,
50,i18-0,,SAFA,bacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.76597977,4.638231754,NA,NA,NA,NA,35.84430313,3.266903639,35.83836365,4.130989552,35.85292053,15.57286167,NA,NA,35.83628082,3.697555304,35.83090591,4.585230827,35.88676071,20.53154945,35.85807419,5.944391727,35.83114243,2.303814173,35.75598907,4.454510212,35.85053635,10.0339241,35.84960175,5.425729275,NA,NA,NA,NA,NA,NA,12,0.387096774,,,
51,17-2? Or a18-0,,PUFA or SAFA,could be bacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.75785065,3.971676826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.032258065,,,
52,18-0,,SAFA,t-POM,38.1891098,21.21569633,38.2098732,31.86664009,38.24810028,60.40550995,38.27600861,87.00094604,38.23062897,61.7552948,38.26831055,147.7175293,38.24973297,79.67276001,38.23599243,61.37607956,38.22613525,54.70887375,38.2419548,54.37539673,38.27479935,90.8217926,38.29550934,96.05123901,38.2570343,90.61625671,38.25183105,78.16440582,38.25436783,92.76358032,38.24227142,88.8242569,38.22784805,75.82643127,38.22321701,72.21115875,38.23430252,74.07983398,38.19259262,44.03227234,38.22361374,69.81147766,38.21588516,70.66477966,38.30097961,136.670517,38.26633453,98.44696808,38.20482254,50.21723938,38.23434448,78.64912415,38.23158264,64.82530212,38.22852707,55.08337021,38.20610046,46.94067764,38.1833725,39.85198593,38.20323563,52.11011887,31,1,1,1,1
54,18-1n9c,oleic acid,MUFA,fungi,38.99456406,42.21796417,39.05687714,160.6956482,39.10448074,275.9264221,39.12636948,307.2087708,39.05846786,158.7492676,39.08022308,266.4248657,39.06499863,145.4766235,39.06249619,157.3386383,39.05686951,156.5700226,39.08098221,171.7792358,39.11281967,252.3846283,39.13267136,276.3965759,39.05826187,142.680481,39.06432343,153.2455292,39.0670433,177.4256744,39.04896545,130.8323975,39.01852417,61.74754715,39.01183701,58.4768486,39.0500412,140.6941071,39.01333237,99.99786377,39.03437042,116.9453278,39.0062027,63.2498703,39.10926437,221.7173309,39.11714172,325.3916931,39.02114868,93.63067627,39.04421997,130.6335602,39.06240845,175.262558,39.07954025,221.8669434,39.02549744,104.7967529,38.99053955,64.21051788,39.00804138,70.8404541,31,1,1,1,1
55,18-1n7,,MUFA,,39.4023056,7.441773415,39.42493057,23.19882584,39.4447937,25.70511246,39.45780563,27.40054321,39.42023849,13.0010376,39.42419052,45.06109619,39.43119049,16.22186661,39.42914581,15.79038906,39.42889786,10.75117493,39.44097519,19.93748665,39.4528656,26.67153931,39.48326492,52.60739136,39.47411728,108.1354446,39.46015549,75.27859497,39.42356873,25.0532608,39.44810104,65.12277985,39.41841125,12.91888237,39.41508865,13.69117641,39.44293976,55.00431442,39.39667511,22.24673462,39.4237442,34.99573135,39.41635895,37.57234573,39.48858643,77.09368896,39.46009064,59.20590591,39.41301346,25.96128464,39.45719147,94.6601181,39.43975449,46.43452072,39.44423676,54.43442535,39.43514252,67.52545929,39.41559982,61.66500854,39.43820953,80.81464386,31,1,1,1,1
55.5,18-1n6,,MUFA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.70730972,4.77221632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.032258065,,,
56,18-1,,MUFA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.16233444,8.046855927,NA,NA,NA,NA,NA,NA,40.11917877,8.964413643,40.11817551,5.702691078,NA,NA,NA,NA,NA,NA,3,0.096774194,,,
57,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.59241867,3.110752344,1,0.032258065,,,
58,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.8954277,5.906132221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.72626877,2.718800068,NA,NA,NA,NA,NA,NA,NA,NA,40.92856216,5.867768764,NA,NA,NA,NA,NA,NA,NA,NA,40.91745758,7.643733978,4,0.129032258,,,
59,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.05042267,2.789631367,1,0.032258065,,,
60,18-2n6c,LIN (linoleic),PUFA,"scendesmus, fungi (green algae generally), high proportion in chlorophytes (brett chapter 6), dalsgaard table says terrestrial marker",41.29669189,14.27729511,41.32178879,55.73929596,41.36730957,146.3494568,41.36945343,122.639679,41.31083298,23.02136421,41.28486252,16.61997414,41.3218956,27.35228729,41.33767319,75.44710541,41.31474304,28.95675278,41.32518768,22.77873611,41.3477478,63.98258591,41.42852402,249.7697449,41.3310318,52.45545578,41.32781982,46.71550369,41.30183411,14.92140388,41.33369446,67.44073486,41.34936523,104.6446686,41.33835983,83.68293762,41.3396492,82.60781097,41.29920578,40.69755173,41.33190918,80.04607391,41.30013275,13.62944984,41.39657974,175.8117065,41.34769058,85.42273712,41.30045319,18.31349564,41.31097031,22.63640594,41.34449387,97.87220764,41.33981323,92.73036194,41.30955124,29.55737114,41.28505707,15.56729603,41.30023956,12.81841469,31,1,1,1,1
60.5,,,,,NA,NA,NA,NA,41.59089661,2.942667246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.41846848,4.329294205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.064516129,,,
61,18-2n6 (secondary),LIN (linoleic),PUFA,"scendesmus, fungi (green algae generally), high proportion in chlorophytes (brett chapter 6), dalsgaard table says terrestrial marker",NA,NA,NA,NA,41.86322403,21.22023964,41.87186432,12.94167423,NA,NA,NA,NA,41.85936356,3.822808027,41.85885239,12.59139156,41.85211182,5.352313995,NA,NA,NA,NA,41.8976326,35.87532806,NA,NA,NA,NA,NA,NA,41.86119843,3.467589617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0.225806452,,,
62,18-3n6,GLA (gamma-linoleic),PUFA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.67023468,6.486926079,42.64499283,4.586808205,42.6484375,3.650724649,NA,NA,42.65361786,11.9383316,42.64876175,6.612836361,42.65078735,4.000140667,42.64715195,9.979251862,42.62759018,3.692235708,42.64359665,11.89853764,NA,NA,42.67546082,44.43154526,42.65104294,10.18205166,NA,NA,NA,NA,42.64739609,9.348237991,42.64506912,6.247900486,42.64541245,4.994272709,NA,NA,NA,NA,14,0.451612903,,,
64,18-3n3,ALA (alpha-linolenic),PUFA,green algae and diatoms,44.39181519,13.0145874,44.41431427,50.07374954,44.44474792,112.8282394,44.45244217,97.83628082,44.40789032,32.15361786,44.3793335,19.54872513,44.41352463,22.66358757,44.40684128,19.62419891,44.40224457,16.58543205,44.44244766,70.87287903,44.44049454,60.10115051,44.46049118,90.00700378,44.42873001,65.11616516,44.42226028,48.16930008,44.39773941,17.48652077,44.42900848,56.9495163,44.4321022,62.87573242,44.41365433,34.62067032,44.44615173,103.6295853,44.39554214,34.6574173,44.42787933,73.48867798,44.39849854,10.51028824,44.5145874,222.8032837,44.45420456,113.8793945,44.39910507,11.66919613,44.40735245,19.43444252,44.44863129,110.7325974,44.43575668,85.01480103,44.40500641,21.05713272,44.38562775,14.01766777,44.39588165,8.377040863,31,1,1,1,1
65,18-4n3,SDA (stearidonic acid),PUFA,green algae,45.81435013,2.559939384,45.81583405,8.806275368,45.81716537,3.781790733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.83221054,2.533220768,45.84474182,11.31178951,45.82548904,19.97409439,45.82281113,8.523903847,NA,NA,45.83749008,32.69765091,45.85762787,86.23020935,45.83638382,35.48173904,45.85894394,94.27479553,45.81336975,35.45001602,45.82774353,26.11932373,45.82185745,8.780549049,45.99199295,534.7200928,45.85732269,82.36050415,45.82196426,5.609374046,45.82562256,2.91251874,45.86714935,121.6410217,45.85413361,91.62460327,45.82550049,6.134205818,45.80967331,3.717054367,45.82086563,3.432852983,23,0.741935484,,,
66,,,,,NA,NA,NA,NA,46.3467598,3.466610193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.032258065,,,
67,18-5n3,,PUFA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.07775497,13.74961662,48.07490921,3.723234415,48.07284927,4.222611904,NA,NA,NA,NA,NA,NA,48.10971451,66.75935364,48.07501221,6.108430862,NA,NA,NA,NA,48.07304764,10.49061584,48.06879807,3.217260361,NA,NA,NA,NA,NA,NA,7,0.225806452,,,
68,20-0,,SAFA,"tPOM (especially temperate deciduous, also reed and peat)*",NA,NA,NA,NA,48.63100052,5.083017349,48.64491653,6.707962036,48.63293457,6.197134972,48.61149597,12.07282448,48.6440773,6.96909523,48.63609314,5.399466038,48.63508987,4.680791378,48.64917755,4.421652794,48.65011978,7.547341347,48.65359879,5.360286236,48.63496017,4.586061001,48.63722229,4.014392376,48.63330078,9.840261459,48.61902237,4.004749775,48.62440491,5.334236622,48.62239838,8.102573395,48.6210289,8.403643608,48.59893799,3.954831362,48.61202621,3.879042864,48.61494064,3.839449644,48.64635468,30.02286911,48.62685776,11.29252625,NA,NA,48.61611557,4.248985767,48.6198349,8.006768227,48.61869812,5.817824841,NA,NA,NA,NA,NA,NA,25,0.806451613,,,1
69,20-1n9,,MUFA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.14064789,3.231954813,49.13087845,5.426777363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.064516129,,,
70,20-1n7,,MUFA,,NA,NA,49.50876617,3.004150867,NA,NA,49.5235405,3.65909791,49.51039505,3.515574932,49.48514938,7.361642838,49.51956558,3.255320311,49.5121727,3.118202925,NA,NA,NA,NA,49.52626801,4.804873466,49.53116989,3.601911783,49.51441956,4.841599464,49.51583099,4.730817318,49.51114273,5.261076927,49.50649643,8.135972023,49.51013947,5.329007149,49.50950241,4.49198246,49.50530243,7.168099403,NA,NA,49.4956398,6.167287827,NA,NA,49.52174377,16.00604439,49.5101738,15.11368847,NA,NA,NA,NA,49.50815964,11.40787888,49.50575638,5.90591526,NA,NA,NA,NA,NA,NA,20,0.64516129,,,
70.5,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.05546951,3.761294603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.032258065,,,
72,,,,,NA,NA,NA,NA,NA,NA,NA,NA,50.9631424,3.540964127,50.93882751,8.425168991,50.97481155,5.239659309,50.96643829,3.842833281,50.96500397,5.855778217,NA,NA,50.97888947,3.21820116,NA,NA,NA,NA,NA,NA,50.95969009,4.932155609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0.225806452,,,
73,,,,,NA,NA,NA,NA,NA,NA,NA,NA,51.2567482,7.459712982,51.2313118,9.291006088,51.26773834,11.10001469,51.25928879,8.356663704,51.25767136,12.71815491,NA,NA,51.27142715,6.682830811,NA,NA,NA,NA,NA,NA,51.25423813,7.217781544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.25486374,6.66564703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0.258064516,,,
74,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.37652969,4.66912508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.032258065,,,
74.5,20-3n3,,PUFA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.82920456,3.951352358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.032258065,,,
75,20-2n6,,PUFA,Euglenophyceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.10840225,5.114686012,52.10826874,8.539528847,52.10792923,7.109158516,52.11149597,15.45657349,NA,NA,52.09838104,5.159375668,NA,NA,52.11588669,16.92434502,52.10455704,5.023207188,NA,NA,NA,NA,52.10707474,9.252691269,52.10599518,5.124683857,NA,NA,NA,NA,NA,NA,9,0.290322581,,,
76,20-3n6,,PUFA,Euglenophyceae,NA,NA,53.43297958,3.069078684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.44148254,3.999861956,NA,NA,NA,NA,53.44124603,6.959517002,NA,NA,53.43255997,4.225726604,NA,NA,53.45195389,5.315682888,53.43967056,3.101255655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0.193548387,,,
77,20-4n6,ARA (arachidonic),PUFA,"produced by very few higher plants and algae, must be elongated from LIN",54.19691849,11.76159668,54.19989395,17.21221924,54.20029068,13.71750641,54.20856094,9.856884956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.21733856,4.700524807,54.21755219,5.981044292,54.23907852,40.12348175,54.21474838,31.89049149,54.21146393,22.71922684,NA,NA,54.21723557,31.14982414,54.22924042,52.27446747,54.22783279,51.67783737,54.22069168,47.08879471,54.19326019,23.93664169,54.20742416,32.60276413,54.19830322,6.573114872,54.23264694,57.92898941,54.21712494,40.70595169,54.19664383,5.600206375,54.20196533,10.19667244,54.21629333,39.25543976,54.21414185,34.23386765,54.20723343,27.90041351,54.18259048,6.939241409,54.19822693,5.547167301,25,0.806451613,,,1
80,20-4n3,,PUFA,Euglenophyceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.79788208,3.448943615,NA,NA,NA,NA,56.80543518,6.115667343,56.81293488,6.272379398,NA,NA,56.81052399,17.76654434,56.78760529,3.292873859,56.7971344,6.143041611,NA,NA,56.82594299,20.29616356,56.80782318,8.483345985,NA,NA,NA,NA,56.81553268,10.9758482,56.81538391,8.083737373,NA,NA,NA,NA,NA,NA,10,0.322580645,,,
81,20-5n3,EPA (eicosapentaenoic),PUFA,"diatom, crypto, green algae, cyano (phytoplankton), also benthic algae",57.6076355,17.97271729,57.61313629,27.60232353,57.6190834,29.69348145,57.62641525,17.85762024,57.61038589,6.763072968,NA,NA,57.62040329,8.016283989,57.61607742,6.609313965,NA,NA,57.62829208,8.907953262,57.63285065,19.14300919,57.64295197,35.47109985,57.62408066,36.67354202,57.62427521,31.87858963,NA,NA,57.64011765,51.8596077,57.66515732,106.2260056,57.64920807,76.90584564,57.66865158,119.8295135,57.64318085,107.0852432,57.63059235,55.27187347,57.61257172,9.428109169,57.71817017,238.7593536,57.68015289,149.535965,57.61582184,11.4116497,57.61881256,13.14283276,57.71281815,245.3737946,57.72251129,271.4318542,57.61945343,17.51947021,57.60157394,6.400332451,57.611866,4.357056618,28,0.903225806,,1,1
82,22-0,,SAFA,"tPOM (especially temperate deciduous, also reed and peat)*",NA,NA,NA,NA,59.60740662,3.303533316,59.6230011,5.87182045,59.61371994,7.501466274,59.59124374,7.988208294,59.62150192,5.05162096,59.60920334,3.295910358,NA,NA,59.62547302,3.151103973,59.63195419,5.326918602,59.63193893,3.46809268,59.61383057,5.042446613,59.61647415,4.387860298,59.61513138,7.173988342,59.59487152,4.65571785,59.59588623,3.352419615,59.59207153,4.63220644,59.59728622,10.19410229,NA,NA,59.58378983,5.507991314,NA,NA,59.62080002,14.75404072,59.59743881,9.327610016,NA,NA,59.58850479,4.786294937,59.59333801,5.972508907,NA,NA,59.5763855,3.493183374,NA,NA,NA,NA,22,0.709677419,,,
83,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.58162689,5.068947792,NA,NA,60.56771851,4.150820732,60.5733757,8.658118248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.58522415,5.568405151,60.56591034,4.841344833,NA,NA,60.55818558,4.060968876,60.56735992,4.646027088,NA,NA,NA,NA,NA,NA,NA,NA,7,0.225806452,,,
85,21-5n3,,PUFA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.83761597,4.560398102,NA,NA,63.83325577,4.972429752,NA,NA,NA,NA,NA,NA,63.84017563,16.30626488,63.8337326,4.651958942,NA,NA,NA,NA,63.82783508,7.04528904,63.83182526,6.1203022,NA,NA,NA,NA,NA,NA,6,0.193548387,,,
86,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.60298157,5.496763706,1,0.032258065,,,
