"lake_name","sample_type","cons_N_u","phyto_N_u","peri_N_u","terr_N_u","cons_C_u","phyto_C_u","peri_C_u","terr_C_u","cons_H_u","phyto_H_u","peri_H_u","terr_H_u","cons_N_sd","phyto_N_sd","peri_N_sd","terr_N_sd","cons_C_sd","phyto_C_sd","peri_C_sd","terr_C_sd","cons_H_sd","phyto_H_sd","peri_H_sd","terr_H_sd"
"C","Calanoida",-2.68010951574044,-0.0841410929806381,-5.63008748211634,-6.192393333,-30.3262747735783,-30.3886303005766,-25.2032476901335,-28.37235,-187.162243330184,-198.798372710022,-207.224576813396,-157.3064625,1.5575292082737,3.32739110601089,4.50725153111345,2.72679794,1.5801053429097,3.94822432504199,3.6698510925587,1.540348521,11.8249290679107,17.0616714800536,15.0174997168324,15.47038337
"Clear","Calanoida",-0.0508254139878517,-0.610299195134946,-6.29863893074457,-6.192393333,-35.742961214377,-31.9231913207339,-23.0663954709613,-28.37235,-233.988518576067,-240.062098082555,-222.213720135499,-161.4372422,1.56476050218442,3.37280951474573,3.44795804162156,2.72679794,1.32701456229653,6.09240770396135,4.35146335526485,1.540348521,10.7183280159472,21.3618400721294,16.7346603271453,15.47038337
"L","Calanoida",-3.2581032566887,-0.826005180865982,-8.26252426740465,-6.192393333,-28.195923117499,-31.3295149678441,-25.1286251849008,-28.37235,-181.714717909044,-197.153407245177,-218.597879131095,-161.4372422,1.52098882887677,2.77557220677192,4.00844407831399,2.72679794,1.44630629491938,3.74571127723759,3.13539562525709,1.540348521,10.1278942432955,17.817672900204,14.188074458278,15.47038337
"Milk","Calanoida",-2.41103252718426,-2.08090488747113,-7.57263716478496,-6.96259,-37.2349120385243,-30.9684457116541,-22.2174553874752,-26.644,-252.085034660337,-243.20313160939,-237.837439895114,-157.3064625,1.60587454642736,3.29455930338614,3.19982464353445,2.597857878,1.51662108995367,7.60581127919902,5.60317205082892,1.617015005,10.7618236492506,20.0721927259621,13.7095852023119,19.03892533
"Mirror","Calanoida",-3.35952678247685,-2.21429673252978,-6.13775094841591,-6.96259,-27.904623137929,-27.7698809621185,-20.4039232467175,-26.644,-229.03803758756,-240.426707553496,-236.748612103696,-161.4372422,1.46749161388671,3.32529177629059,3.87199976278476,2.597857878,1.48149450516068,5.44401914364654,9.6740659995622,1.617015005,9.76133600343105,19.3899770886463,13.7270070185152,19.03892533
"Morgenroth","Calanoida",0.262982166079226,-1.1172094142457,-7.78176235944039,-6.192393333,-35.1452753278429,-31.6813167152525,-20.2428365848518,-28.37235,-231.033858644992,-235.994970689465,-236.966624331105,-161.4372422,1.42340053510486,2.80496484285031,3.55805610540483,2.72679794,1.61964906551202,3.92441386333569,5.2841639445374,1.540348521,10.0037639283483,16.9938622600022,14.6203144997788,15.47038337
"O","Calanoida",-2.70568872630122,-0.922567040684369,-5.83921425173048,-6.192393333,-28.0552782484604,-30.6408844438131,-25.2718746692678,-28.37235,-192.991281161238,-195.273234468875,-207.995694018143,-161.4372422,1.53804526324108,3.43902991770096,6.55878142873958,2.72679794,1.53416769608488,4.71177449536448,3.58705339536712,1.540348521,11.1385321340779,18.5654743807741,18.6229879294754,15.47038337
"Y-015","Calanoida",-3.00444713745104,-1.96185886009144,-7.35664858882666,-6.96259,-27.5417196511584,-30.0404896496847,-19.9415850166179,-26.644,-242.465051857153,-235.202777721274,-238.661385367105,-157.3064625,1.62357489151228,4.94922029063883,3.43588553067986,2.597857878,1.44455828934526,5.33295451124973,5.41792670745003,1.617015005,10.3235624678643,22.4998634492268,14.1856357255506,19.03892533
"Y-025","Calanoida",-2.12030796597352,-1.56554599220316,-6.74495966251472,-6.96259,-25.6436915429757,-27.2768302882584,-22.1008103170197,-26.644,-236.07047966155,-234.914888818437,-239.895615449456,-157.3064625,1.4987833024264,3.05531820293824,3.12234867538543,2.597857878,1.56231594354079,6.12730711344351,5.1348012866659,1.617015005,9.68075156808353,18.9133667106811,14.2452340880317,19.03892533
"Z","Calanoida",-1.88868339437282,-0.820975708748686,-6.57502132108353,-6.192393333,-29.7506268203188,-31.5695048199932,-25.1610505904425,-28.37235,-173.36637511712,-198.689269044396,-215.858659959111,-157.3064625,1.41044829259226,2.93530122753028,3.4123218070232,2.72679794,1.54652407122056,3.68045467977575,3.2493955132203,1.540348521,9.87090178823776,18.2495070886604,13.6348909951501,15.47038337
