"lake_name","sample_type","cons_N_u","phyto_N_u","peri_N_u","terr_N_u","cons_C_u","phyto_C_u","peri_C_u","terr_C_u","cons_H_u","phyto_H_u","peri_H_u","terr_H_u","cons_N_sd","phyto_N_sd","peri_N_sd","terr_N_sd","cons_C_sd","phyto_C_sd","peri_C_sd","terr_C_sd","cons_H_sd","phyto_H_sd","peri_H_sd","terr_H_sd"
"O","Cladocera",0.841079385897089,-0.69926785053141,-6.11366558769981,-6.192393333,-27.561418696245,-30.6806216574121,-25.0778859628808,-28.37235,-179.099798837685,-206.333620030204,-212.680762382593,-161.4372422,1.50271583870586,3.26568085635706,6.24774036262642,2.72679794,1.6792087463314,4.6710577016353,3.60611864892801,1.540348521,10.2925304306644,18.3825565482637,16.909483801094,15.47038337
"Z","Cladocera",1.24376789274145,-0.708715007705383,-7.19115771701392,-6.192393333,-29.2219731520712,-31.6495502283268,-25.0540556618901,-28.37235,-182.40755365281,-209.708889815053,-220.566497783563,-157.3064625,1.51566373848943,2.89767873970557,3.48363297232447,2.72679794,1.56588998199593,3.95148394334033,3.21138082089687,1.540348521,9.91571257214037,21.1213567578619,13.6878893408975,15.47038337
"Mirror","Salvelinus",5.88322195305341,-1.79507364081246,-6.09769794200679,-6.96259,-19.2583856746195,-27.9489558260143,-18.4895861890801,-26.644,-210.486012190353,-243.523152175726,-238.385449279191,-161.4372422,1.69672694060055,3.10695183848198,3.88259430512398,2.597857878,1.54195550849411,5.29813250159769,9.52930765829312,1.617015005,9.88962580842459,19.3066161200602,14.0755403098069,19.03892533
"Mirror","Salvelinus",5.99534506567815,-1.79507364081246,-6.09769794200679,-6.96259,-20.416302175097,-27.9489558260143,-18.4895861890801,-26.644,-195.333771941395,-243.523152175726,-238.385449279191,-161.4372422,1.59774570376165,3.10695183848198,3.88259430512398,2.597857878,1.61632606719523,5.29813250159769,9.52930765829312,1.617015005,10.1306245990583,19.3066161200602,14.0755403098069,19.03892533
"C","Trichoptera",0.588757743142253,-0.675721247042568,-5.53920535838606,-6.192393333,-25.4573951753252,-30.3136079281155,-25.2064745777947,-28.37235,-197.825618451757,-201.253172773352,-211.262327557099,-157.3064625,1.55689227986359,3.7511322966301,4.20462664764085,2.72679794,1.50139603621945,3.70667987170878,3.58636057287823,1.540348521,10.0391472599603,19.2693270128454,14.393886253489,15.47038337
"C","Trichoptera",0.326154253761629,-0.675721247042568,-5.53920535838606,-6.192393333,-26.4038021415302,-30.3136079281155,-25.2064745777947,-28.37235,-196.837827184939,-201.253172773352,-211.262327557099,-157.3064625,1.70641667202787,3.7511322966301,4.20462664764085,2.72679794,1.52247809415482,3.70667987170878,3.58636057287823,1.540348521,10.0646174295688,19.2693270128454,14.393886253489,15.47038337
"Clear","Trichoptera",-1.69564636028657,-0.728699990447754,-6.46798501412974,-6.192393333,-25.7985676940117,-32.1044096570966,-22.7796641430676,-28.37235,-195.275004900155,-237.616829617785,-227.787682602852,-161.4372422,1.60977138341169,3.48261682981135,3.3982703316688,2.72679794,1.54845298894099,6.45127707251769,4.51888769214587,1.540348521,10.7482306820351,19.9660628405562,15.1415558620887,15.47038337
"Milk","Trichoptera",-2.3003627034079,-1.94053917933561,-7.5686129488159,-6.96259,-24.7961809641162,-32.4515177478187,-22.1592642142546,-26.644,-240.829982772697,-237.027363610288,-240.011620742348,-157.3064625,1.46506010865951,3.20968864136549,3.27273643587308,2.597857878,1.60556015465618,8.11793270565709,5.3829295577982,1.617015005,11.5108182069826,20.611725236529,14.2005425579273,19.03892533
"Mirror","Trichoptera",-1.66884771878146,-1.79507364081246,-6.09769794200679,-6.96259,-23.3531244884541,-27.9489558260143,-18.4895861890801,-26.644,-240.467715660313,-243.523152175726,-238.385449279191,-161.4372422,1.55953612118905,3.10695183848198,3.88259430512398,2.597857878,1.54265357512323,5.29813250159769,9.52930765829312,1.617015005,10.0130906874403,19.3066161200602,14.0755403098069,19.03892533
"Morgenroth","Trichoptera",-1.06698155822785,-0.960049617528894,-7.80192835236272,-6.192393333,-25.4550561770656,-31.7799914745219,-19.9873055133148,-28.37235,-239.591104864306,-238.806441823403,-240.461821563758,-161.4372422,1.55790629218106,2.85309684927098,3.82651134016102,2.72679794,1.6240473167805,3.98785287863553,5.33631412493896,1.540348521,10.6051454082504,21.4298937263986,14.9470509286722,15.47038337
"Morgenroth","Trichoptera",-0.841642410116464,-0.960049617528894,-7.80192835236272,-6.192393333,-23.7998596846358,-31.7799914745219,-19.9873055133148,-28.37235,-247.303826560049,-238.806441823403,-240.461821563758,-161.4372422,1.58524025327762,2.85309684927098,3.82651134016102,2.72679794,1.61272723067218,3.98785287863553,5.33631412493896,1.540348521,9.69441404763266,21.4298937263986,14.9470509286722,15.47038337
"No Name","Trichoptera",-1.49789969264684,-1.47632239967872,-6.7036379188141,-6.192393333,-27.3738254682265,-31.1692575251977,-22.7846765479317,-28.37235,-259.265217769769,-231.450004384411,-241.272140135283,-161.4372422,1.49142513807305,2.78761428451552,3.45315875067983,2.72679794,1.41833076055669,3.86861130173427,4.30146125740658,1.540348521,10.1640161519088,18.2061142867846,16.1468342009499,15.47038337
"Y-015","Trichoptera",-1.65762768700387,-1.47041920931745,-7.57753974517591,-6.96259,-21.7576723853315,-30.1011969942632,-19.6018624893783,-26.644,-246.533041773569,-230.408629430576,-241.345817293268,-157.3064625,1.45053587269907,4.8384898450801,3.32054538405981,2.597857878,1.4707017731157,4.71366481747617,5.63245678860225,1.617015005,9.58105193863532,20.564046413556,13.5568416660392,19.03892533
"Y-025","Trichoptera",-1.78076705110539,-1.27020837550997,-6.54954856384784,-6.96259,-22.9848875359241,-27.2167640801548,-21.6691185002807,-26.644,-248.423393339064,-239.650616434034,-242.91541846195,-157.3064625,1.66032852203299,3.08975196758895,3.34457631102079,2.597857878,1.61667369790663,6.06113545108123,5.02108871404274,1.617015005,10.8128467312044,19.3415978714667,13.7446142544739,19.03892533
"Z","Trichoptera",0.694049168984392,-0.708715007705383,-7.19115771701392,-6.192393333,-26.8931206106066,-31.6495502283268,-25.0540556618901,-28.37235,-184.759461093224,-209.708889815053,-220.566497783563,-157.3064625,1.51850739001012,2.89767873970557,3.48363297232447,2.72679794,1.59568808605902,3.95148394334033,3.21138082089687,1.540348521,11.3306007412856,21.1213567578619,13.6878893408975,15.47038337
"Clear","Chaoborus",5.31608502948983,-0.728699990447754,-6.46798501412974,-6.192393333,-33.3157135267719,-32.1044096570966,-22.7796641430676,-28.37235,-211.212107505198,-237.616829617785,-227.787682602852,-161.4372422,1.4157562300868,3.48261682981135,3.3982703316688,2.72679794,1.55848605894078,6.45127707251769,4.51888769214587,1.540348521,9.42641449392001,19.9660628405562,15.1415558620887,15.47038337
