"","cnT","d13CT","d15NT","d2HT","mean_cnA_lake","mean_d13CA_lake","mean_d13Cperi_lake","mean_d15NA_lake","mean_d15Nperi_lake","mean_d2HA_lake","mean_d2Hperi_lake","mean_eH_lake","sd_d13Ca","sd_d13Cperi","sd_d15Na","sd_d15Nperi","sd_d2H2O","sd_d2Hperi"
"1",58.2131931740583,-28.2227397590413,-6.2647280456377,-161.274081213862,3.69979854193006,-31.7986063574238,-21.6192134592904,-0.672811859661179,-7.73431791871086,-236.79194893022,-244.492787301451,-153.389990968615,3.88440363085444,5.64461274729901,2.93722022675289,3.61187506895308,19.6256301949101,16.77668550574
"2",53.8538470021366,-28.4481868237868,-5.53953671653942,-159.103659493406,3.69979854193006,-31.3189165827813,-22.5213053821607,-1.30056409655176,-6.87761327340403,-237.289564183165,-243.219670652675,-152.960922451774,3.87404932095405,4.45166100318503,2.85791967529934,3.42442368956487,20.9767920981219,20.0434316753491
"3",48.4637144284788,-28.2939685837299,-5.91669521766803,-159.537324847832,3.69979854193006,-31.5228385897974,-24.8274839768692,-0.892024788714691,-6.54681131276095,-199.117697521391,-217.99880468521,-153.287783314779,4.3007734036672,3.54969035153756,3.48875675267391,6.11682211657971,19.8104660174431,16.7698745021755
"4",42.3080899905442,-28.2040183949233,-6.16958774667134,-159.821541992926,3.69979854193006,-30.451463978171,-24.92716675721,-0.426564291021836,-5.25366222925134,-198.225339318002,-220.385263385031,-143.356435943713,4.05804847489626,3.80041008842326,3.88353544717297,4.14140736850754,17.4493014374282,13.832014610675
"5",47.0438552247371,-27.9807266410649,-6.21638983507079,-158.847265048585,3.69979854193006,-31.943506541463,-24.8288368714645,-0.447520600727954,-7.09715406707201,-200.139360544132,-218.268964087044,-148.995108182723,4.03564460303105,3.35077118322686,3.11120440171269,3.53600656689533,18.902946704807,13.3375351279895
"6",49.1406785600358,-28.1173121262118,-6.70925792485978,-160.43412512931,3.69979854193006,-31.623785686603,-24.7848508913645,-0.67447486271553,-7.84824602080806,-206.297067222477,-214.407071035801,-153.725349803428,3.5892783756505,3.11601966164077,3.01300718030686,3.84767947861823,17.6677709293947,14.5317553273838
"7",67.2321988357684,-26.527295431043,-6.80405683382667,-158.47776163295,3.69979854193006,-28.0139043844873,-21.0608551439486,-1.78350032372233,-6.74330059313492,-232.638649062035,-242.803757577749,-152.658430523391,5.22094274210413,10.0646218374541,2.78885975242974,3.79744698885834,21.364657289429,14.1475900472803
"8",65.3177761312818,-26.6223440997836,-7.01831843824696,-160.798165795868,3.69979854193006,-30.4540748537902,-19.4531066454231,-1.71745470285363,-7.32186471804222,-236.932766935383,-246.803165642031,-150.222829205188,4.67517517671401,5.36326705296611,4.79223615708699,3.12366500909018,19.0843299043129,13.2993428380151
"9",69.0062856773772,-26.4379709057368,-6.25928530997147,-157.139169326246,3.69979854193006,-27.2383170299204,-21.4293402085093,-1.09052819919727,-6.65799765002803,-228.631649928794,-245.024122596889,-155.284949235582,6.06126070750869,5.10243876499982,3.14268438615023,3.1472523984046,20.0259649506997,14.3505185716081
"10",53.6021333952328,-28.2964933410208,-6.87019241379377,-161.420691762648,3.69979854193006,-31.7638566093914,-22.5760202557391,-0.715088025264489,-6.65085716383663,-233.162370818877,-231.814624278816,-149.429424529933,6.42385935439588,4.30925879533243,3.6129311835841,3.43483658273366,19.3722262601498,13.7217352952645
"11",67.0629324753075,-26.9070406961379,-7.56449160109596,-159.637594166525,3.69979854193006,-30.9680142075669,-21.7733985824039,-1.68439728736244,-7.33425783433425,-243.653875316275,-244.139037131013,-146.968884225903,8.42496323719684,5.33284089941937,3.11468072858847,3.28802489443004,17.4292288681165,13.5171480274143
