"lake_name","sample_type","cons_N_u","phyto_N_u","peri_N_u","terr_N_u","cons_C_u","phyto_C_u","peri_C_u","terr_C_u","cons_H_u","phyto_H_u","peri_H_u","terr_H_u","cons_N_sd","phyto_N_sd","peri_N_sd","terr_N_sd","cons_C_sd","phyto_C_sd","peri_C_sd","terr_C_sd","cons_H_sd","phyto_H_sd","peri_H_sd","terr_H_sd"
"O","Cladocera",-3.18121786913539,-0.481466521816246,-6.20911584425064,-6.19239,-27.5683151062841,-30.6467853023521,-25.0400151524552,-28.37235,-176.721943160322,-241.088605247073,-213.668282217579,-161.4372422,1.41359741331241,3.16024218072421,6.10018883118037,2.72679794,1.50116756579581,4.90298165908798,3.72630988381733,1.540348521,10.4507791480594,18.9977617642579,14.8064957496973,15.47038337
"Z","Cladocera",-2.76584733473429,-0.74544886208098,-6.92319648067929,-6.19239,-28.9331048307947,-31.7479784384723,-25.0293300472835,-28.37235,-177.117480549371,-260.696067912493,-213.985001876314,-157.3064625,1.48503524878232,2.9564590749168,3.58752307678122,2.72679794,1.60828583803917,3.67234884875947,3.30897814640268,1.540348521,9.98519173473478,15.5420618788534,13.8700682992709,15.47038337
"Mirror","Salvelinus",-0.255142694746894,-1.79098053372947,-6.61904525926778,-6.96259,-19.1824346028537,-27.8928162829159,-20.0828953577008,-26.644,-218.034675841977,-290.385472123276,-239.952440895899,-161.4372422,1.60856525906621,3.32441504770004,3.79921036850962,2.597857878,1.42703749533937,5.45972908541376,9.91037768350625,1.617015005,9.79019629535722,15.1375591823065,14.8290319273991,19.03892533
"Mirror","Salvelinus",0.118321181074435,-1.79098053372947,-6.61904525926778,-6.96259,-20.1682077006744,-27.8928162829159,-20.0828953577008,-26.644,-199.280523356757,-290.385472123276,-239.952440895899,-161.4372422,1.51331362552662,3.32441504770004,3.79921036850962,2.597857878,1.45317139573307,5.45972908541376,9.91037768350625,1.617015005,9.83352933778619,15.1375591823065,14.8290319273991,19.03892533
"C","Trichoptera",-2.73220793392311,-0.256409065925594,-5.24415079313344,-6.19239,-25.0971582530467,-30.3269024196305,-25.233628108684,-28.37235,-198.834211571689,-263.658357748733,-213.226049445702,-157.3064625,1.45253220374332,3.58311279609712,4.2650686096077,2.72679794,1.40968120070774,3.97601509836814,3.84562677066249,1.540348521,9.8248957798713,16.6933648015077,14.3443612312341,15.47038337
"C","Trichoptera",-3.4554662711862,-0.256409065925594,-5.24415079313344,-6.19239,-26.0291036854346,-30.3269024196305,-25.233628108684,-28.37235,-191.721806573476,-263.658357748733,-213.226049445702,-157.3064625,1.55271138465731,3.58311279609712,4.2650686096077,2.72679794,1.51486639983184,3.97601509836814,3.84562677066249,1.540348521,11.4496766986917,16.6933648015077,14.3443612312341,15.47038337
"Clear","Trichoptera",-6.04255896874234,-0.920813343381505,-6.45752542162153,-6.19239,-25.6891221605685,-31.6909248401642,-22.8158484195508,-28.37235,-196.616635596182,-291.475554401619,-235.694456567973,-161.4372422,1.48758089385566,3.41281937092123,3.43667156509352,2.72679794,1.41515587137929,6.27359509021018,4.64606976351232,1.540348521,10.7573792433844,16.8664384133875,15.2600682522425,15.47038337
"Milk","Trichoptera",-6.10608174918089,-1.90439171268283,-7.40791571853746,-6.96259,-24.9781076597173,-31.8238056227811,-21.9529547905604,-26.644,-237.962548164466,-300.146950813237,-239.889637899174,-157.3064625,1.56382263124468,3.2754268238996,3.28638703739411,2.597857878,1.56021116641095,7.81984821255032,5.25055568143728,1.617015005,11.0823541457357,17.252104843895,12.4377787725645,19.03892533
"Mirror","Trichoptera",-5.21275875141836,-1.79098053372947,-6.61904525926778,-6.96259,-23.0235342271504,-27.8928162829159,-20.0828953577008,-26.644,-240.587869194298,-290.385472123276,-239.952440895899,-161.4372422,1.52922193845818,3.32441504770004,3.79921036850962,2.597857878,1.53998985636403,5.45972908541376,9.91037768350625,1.617015005,10.4120688905439,15.1375591823065,14.8290319273991,19.03892533
"Morgenroth","Trichoptera",-4.82203195919068,-1.02919198792343,-7.58278295345331,-6.19239,-25.3716438868191,-31.7979803321616,-20.0232976840265,-28.37235,-236.114212253386,-285.190460620723,-240.048016543102,-161.4372422,1.42641413044926,2.97713832769827,3.59635209819985,2.72679794,1.5505333708705,3.99926307632957,5.15206906788233,1.540348521,10.7201524099679,15.0654270656871,15.2191229906847,15.47038337
"Morgenroth","Trichoptera",-4.91317919485638,-1.02919198792343,-7.58278295345331,-6.19239,-23.7849458216566,-31.7979803321616,-20.0232976840265,-28.37235,-242.56637639351,-285.190460620723,-240.048016543102,-161.4372422,1.7951817366763,2.97713832769827,3.59635209819985,2.72679794,1.53711693155336,3.99926307632957,5.15206906788233,1.540348521,9.37412114549762,15.0654270656871,15.2191229906847,15.47038337
"No Name","Trichoptera",-5.36529674967312,-1.49378449404639,-7.01008497984091,-6.19239,-27.4228530321024,-31.1211567893114,-22.8399786620457,-28.37235,-258.633003009689,-287.268734106371,-236.75739715844,-161.4372422,1.56231334679719,2.79089992608039,3.26996334678998,2.72679794,1.56040965578545,3.79174787176595,4.32720094965372,1.540348521,9.41610101597895,15.7381223088684,17.3163795550037,15.47038337
"Y-015","Trichoptera",-4.98169959209334,-2.36530147156533,-7.49735917338292,-6.96259,-21.9284545203227,-30.1330054364462,-19.7665822941684,-26.644,-250.134129743557,-280.533852183361,-240.347768314746,-157.3064625,1.53213250388904,4.94296442525275,3.25851042058099,2.597857878,1.46876063297283,5.12155714163966,5.38649854318304,1.617015005,10.1498085141946,17.1901862703736,13.885573847676,19.03892533
"Y-025","Trichoptera",-5.81393243497578,-1.28989543606754,-6.60442331523403,-6.96259,-22.8984668460075,-29.7065218932176,-21.8015556121861,-26.644,-246.940908869719,-290.58028267151,-242.916008976382,-157.3064625,1.47688558466445,3.17325172545746,3.12213441856618,2.597857878,1.50378339476257,6.35783671183207,4.99445807188306,1.617015005,10.577116488337,14.7834446244782,14.3102199110802,19.03892533
"Z","Trichoptera",-2.71223748266905,-0.74544886208098,-6.92319648067929,-6.19239,-28.0400499759758,-31.7479784384723,-25.0293300472835,-28.37235,-183.513832009283,-260.696067912493,-213.985001876314,-157.3064625,1.42770244085213,2.9564590749168,3.58752307678122,2.72679794,1.58878370890859,3.67234884875947,3.30897814640268,1.540348521,10.1373724660215,15.5420618788534,13.8700682992709,15.47038337
"Clear","Chaoborus",-0.202859709255975,-0.920813343381505,-6.45752542162153,-6.19239,-33.1184613696196,-31.6909248401642,-22.8158484195508,-28.37235,-209.553949806576,-291.475554401619,-235.694456567973,-161.4372422,1.5399594947307,3.41281937092123,3.43667156509352,2.72679794,1.65084335139561,6.27359509021018,4.64606976351232,1.540348521,9.50478627532708,16.8664384133875,15.2600682522425,15.47038337
