"","C_enrich_ind","C_true_ind","env_water_ind","env_water_tot","H_true_ind","N_enrich_ind","N_true_ind","sd_C","sd_H","sd_N","trophic_lvl"
"1",-1.89010290696005,-25.7986932541361,0.267297012519492,0.267297012519492,-187.533807131978,3.51223831283109,-2.10539527472105,1.57038823972289,10.5022603392609,1.54376837055335,1.99989110374598
"2",-1.89010290696005,-31.4880345669681,0.312873964545629,0.312873964545629,-235.499640545433,3.70642410897933,0.767337803618943,1.70291661784093,10.0732756563816,1.42313407205256,1.99989110374598
"3",-1.89010290696005,-24.025528972875,0.304030979592747,0.304030979592747,-182.588708193416,3.29707627575263,-3.19515705271252,1.57334285886623,11.3253685512495,1.57034658321082,1.99989110374598
"4",-1.89010290696005,-32.3675779116986,0.283078772737779,0.283078772737779,-250.998588404232,3.49025636434835,-2.45886867872386,1.5039505462537,10.4044808942742,1.51214056230323,1.99989110374598
"5",-1.89010290696005,-23.8900951125292,0.277882537651175,0.277882537651175,-228.767843132095,3.41237904850566,-3.14962004123321,1.43672640503481,9.4150707330652,1.55159230284915,1.99989110374598
"6",-1.89010290696005,-30.4207173754581,0.290123163862693,0.290123163862693,-232.662678393387,3.23283820635156,0.515428400029549,1.47432703398691,11.0683731587714,1.63448544280931,1.99989110374598
"7",-1.89010290696005,-23.6348747479456,0.334249782431083,0.334249782431083,-188.229137847088,3.46602887433365,-1.78167346834016,1.48125190966478,10.080774962568,1.59023673386366,1.99989110374598
"8",-1.89010290696005,-22.7831181717199,0.299524008556941,0.299524008556941,-245.126179368394,3.35599520532767,-3.36014211104199,1.39766739210947,9.84320472488066,1.57257243761728,1.99989110374598
"9",-1.89010290696005,-20.8637313721243,0.309223799046568,0.309223799046568,-236.456615562337,3.53327822029551,-2.47874140814896,1.58379440422435,9.98247124781641,1.56931837375189,1.99989110374598
"10",-1.89010290696005,-24.9114788989049,0.315025395366359,0.315025395366359,-172.754272092992,3.3482385695801,-1.62361498768129,1.48227788221545,11.2088924727361,1.56125257605595,1.99989110374598
"11",-1.89010290696005,-27.6834740467463,0.326581978367279,0.571951956758699,-223.421328080511,3.32361028397807,-1.60889246087507,1.47008220163248,8.87198316669261,1.49374529529746,3.00016334438103
"12",-1.89010290696005,-23.2039466483909,0.269133907567769,0.269133907567769,-181.804887828979,3.52074417675739,-2.30926311474765,1.54555318664415,10.9686066429797,1.48773935244395,1.99989110374598
"13",-1.89010290696005,-26.6831382366698,0.298058376831217,0.298058376831217,-220.760921915259,3.49750885179944,-1.62141098485684,1.52721091035501,10.2285322233573,1.60645689618056,1.99989110374598
"14",-1.89010290696005,-22.4460676556872,0.300525483933228,0.300525483933228,-175.980096342363,3.39162673540041,-2.45510232389049,1.4820324240516,10.9535058654676,1.52080964648092,1.99989110374598
"15",-1.89010290696005,-27.745883428203,0.274410241652049,0.274410241652049,-223.940258592787,3.39948831975966,-1.7723097125096,1.52703973988041,10.7038205311523,1.5198174574541,1.99989110374598
"16",-1.89010290696005,-23.1601627397975,0.310349013656994,0.310349013656994,-179.779583244215,3.20167278593877,-3.41965508843333,1.70148811863491,10.068683149809,1.49383044606608,1.99989110374598
"17",-1.89010290696005,-24.2496763767937,0.293118300412012,0.293118300412012,-178.341559218988,3.09537040467075,-2.50353501070147,1.48048220917162,10.7860887384448,1.60855506037506,1.99989110374598
"18",-1.89010290696005,-12.5762191125523,0.323228500451589,0.552088157588072,-214.188212705888,3.40552847967237,-0.0555304287177734,1.50976710994789,10.3828156576404,1.39659371504638,3.00016334438103
