"","C_enrich_ind","C_true_ind","env_water_ind","env_water_tot","H_true_ind","N_enrich_ind","N_true_ind","sd_C","sd_H","sd_N","trophic_lvl"
"2",0.299143125052773,-35.8603305615257,0.300210942478459,0.300210942478459,-234.729323664287,3.40018512363184,-0.0462372457974993,1.53856281293399,10.6635999339316,1.49622658535507,1.99989110374598
"3",0.158235614526752,-28.3962590265914,0.272830293927242,0.272830293927242,-184.964221406113,3.40018512363184,-3.10249968915733,1.551915757865,11.6406811294668,1.41897171956482,1.99989110374598
"4",0.346853461688927,-36.7620741511534,0.271845411840956,0.271845411840956,-250.298775311634,3.40018512363184,-2.46569055820738,1.45384487752989,9.98249417414636,1.86346514873425,1.99989110374598
"5",0.477912764948416,-28.6387519330985,0.27633348289878,0.27633348289878,-228.250805150956,3.40018512363184,-3.0237673973926,1.62647940807079,11.1962683819265,1.51883812483324,1.99989110374598
"6",0.405752338811195,-34.7790769216553,0.31610286394645,0.31610286394645,-231.724140145755,3.40018512363184,0.186188526484287,1.51179605432423,10.7381565072275,1.55783643668373,1.99989110374598
"7",0.401937035565721,-28.1975261898809,0.295189310141702,0.295189310141702,-186.550155759441,3.40018512363184,-2.4340949242153,1.50906038729077,10.6467784517964,1.52290910734719,1.99989110374598
"8",0.500236453238882,-27.1171952232621,0.296354845903644,0.296354845903644,-246.158627372004,3.40018512363184,-3.45450429720125,1.51320388143409,10.1714416034181,1.56011543499026,1.99989110374598
"9",0.453772621557381,-25.731061372354,0.32880095380242,0.32880095380242,-242.021697184268,3.40018512363184,-2.11007712484445,1.57398619926115,10.4093059199602,1.58648548914613,1.99989110374598
"10",0.526587581444081,-29.8040906027059,0.296184428303731,0.296184428303731,-170.945909506056,3.40018512363184,-1.67124459473587,1.60356299067792,10.258682335536,1.46167559956014,1.99989110374598
"11",0.329960138745379,-34.157054616094,0.353341396916564,0.602200776386725,-212.830005154605,3.40018512363184,-1.66972372637132,1.49001409452507,9.88319383828744,1.4578957893069,3.00016334438103
"12",0.437053670414961,-27.506343915293,0.324697687315804,0.324697687315804,-184.845963858283,3.40018512363184,-2.44293378763933,1.66746475550131,10.5273906496022,1.482836493498,1.99989110374598
"13",0.354896497569806,-31.3373647430063,0.29732649928101,0.29732649928101,-222.839183473543,3.40018512363184,-1.65186377382842,1.48315427408764,10.6553157408648,1.50076790635633,1.99989110374598
"14",0.407823736220099,-27.2124042723483,0.304228320481829,0.304228320481829,-185.469926124602,3.40018512363184,-2.44062127773675,1.45807257890842,11.1888612021034,1.651571332113,1.99989110374598
"15",0.216078084910126,-32.6674143715456,0.316890733175506,0.316890733175506,-218.236070780055,3.40018512363184,-1.28698072506444,1.57390842174505,10.3500969061216,1.55197672106972,1.99989110374598
"16",0.339514922466245,-27.6697649011353,0.315047326238448,0.315047326238448,-179.457822501553,3.40018512363184,-3.07107205006182,1.52123842395178,10.5442446815944,1.4840561753001,1.99989110374598
"17",0.588435503451093,-29.5707936801127,0.276431589482928,0.276431589482928,-177.661918234707,3.40018512363184,-2.63963959775934,1.48614890603554,10.6887425881459,1.48427915909229,1.99989110374598
"18",0.422039713916553,-19.4894818608984,0.309362110991055,0.554056914534163,-214.716994406039,3.40018512363184,-0.0258538859465034,1.48028091170009,9.24431153027098,1.49897247454442,3.00016334438103
"19",0.310474171921022,-20.5271663280991,0.329653651718252,0.570684344917964,-196.324923334467,3.40018512363184,0.0575531556407469,1.68839717986606,9.49074431262721,1.63030402201976,3.00016334438103
"20",0.420910419415525,-26.3370737526691,0.307908066298002,0.307908066298002,-199.88292149896,3.40018512363184,-3.44945767902458,1.46328386817012,10.3616758744641,1.55294622990309,1.99989110374598
"21",0.283509093437998,-26.584330467687,0.297681773359522,0.297681773359522,-195.926391652389,3.40018512363184,-3.60717164983639,1.50907267775096,11.4729770937678,1.46470829402695,1.99989110374598
"22",0.430783534837175,-25.8075584988016,0.292437163419786,0.292437163419786,-198.643980780058,3.40018512363184,-5.69975044542247,1.46586188674139,11.0744385072085,1.42038310778212,1.99989110374598
"23",0.335136302639505,-24.7432453657853,0.292380825098053,0.292380825098053,-241.298580231425,3.40018512363184,-6.24981196883961,1.57190857948062,10.9925454530902,1.45037533195436,1.99989110374598
"24",0.476011215826559,-23.5161842622367,0.297365924475273,0.297365924475273,-244.289505891514,3.40018512363184,-5.57184009974155,1.48786970694526,9.84616405707527,1.51887187577292,1.99989110374598
"25",0.41185122867517,-25.8413226446711,0.283736363466261,0.283736363466261,-235.484081474391,3.40018512363184,-4.99031843257916,1.64372441136063,10.4804685774752,1.52663896871439,1.99989110374598
"26",0.206200658765666,-23.6497611770569,0.284161644188048,0.284161644188047,-253.444586106276,3.40018512363184,-4.84972597356379,1.53353790984211,10.3611738304652,1.51100586860849,1.99989110374598
"27",0.412994949527505,-27.6971048601698,0.302637328409869,0.302637328409869,-254.123959533657,3.40018512363184,-5.41785679461742,1.54995596481135,10.0672730772511,1.60459815252296,1.99989110374598
"28",0.414824189051635,-21.6061660941501,0.298250067219747,0.298250067219747,-248.044748401734,3.40018512363184,-5.65777956020543,1.4634193777773,9.47882041996734,1.428518730014,1.99989110374598
"29",0.148115944249294,-22.2413628901885,0.321449282932368,0.321449282932368,-239.170060087683,3.40018512363184,-5.75356638621908,1.55964469621309,9.9800154303872,1.49586110627708,1.99989110374598
"30",0.447136224467851,-27.3224620612457,0.286996688875483,0.286996688875483,-187.989322628125,3.40018512363184,-3.26951295329786,1.63738332448189,9.87770695679688,1.52114723491438,1.99989110374598
"31",0.394507414993565,-33.5668035713842,0.302222825271576,0.525511535570797,-209.633044010523,3.40018512363184,-0.632795884661562,1.54644768604419,9.86475416046799,1.62441615237287,3.00016334438103
