"","cnT","d13CT","d15NT","d2HT","mean_cnA_lake","mean_d13CA_lake","mean_d13Cperi_lake","mean_d15NA_lake","mean_d15Nperi_lake","mean_d2HA_lake","mean_d2Hperi_lake","mean_eH_lake","sd_d13Ca","sd_d13Cperi","sd_d15Na","sd_d15Nperi","sd_d2H2O","sd_d2Hperi"
"1",57.4561956053499,-28.0439555428692,-6.52606283794568,-158.982844330639,6.72610314727162,-31.7799914745219,-19.9873055133148,-0.960049617528894,-7.80192835236272,-238.806441823403,-240.461821563758,-155.906989028304,3.98785287863553,5.33631412493896,2.85309684927098,3.82651134016102,21.4298937263986,14.9470509286722
"2",55.1224138914371,-28.5100345015332,-6.07170609632918,-158.787828758357,7.02318465744532,-31.1692575251977,-22.7846765479317,-1.47632239967872,-6.7036379188141,-231.450004384411,-241.272140135283,-152.491343981499,3.86861130173427,4.30146125740658,2.78761428451552,3.45315875067983,18.2061142867846,16.1468342009499
"3",52.7233028520195,-28.7255652981347,-6.26082369897396,-158.34336819984,6.55622720550028,-30.6806216574121,-25.0778859628808,-0.69926785053141,-6.11366558769981,-206.333620030204,-212.680762382593,-154.971549502935,4.6710577016353,3.60611864892801,3.26568085635706,6.24774036262642,18.3825565482637,16.909483801094
"4",52.212749430032,-28.583514373683,-5.74959835958046,-158.905739291364,6.54119813809974,-30.3136079281155,-25.2064745777947,-0.675721247042568,-5.53920535838606,-201.253172773352,-211.262327557099,-146.30857888183,3.70667987170878,3.58636057287823,3.7511322966301,4.20462664764085,19.2693270128454,14.393886253489
"5",52.0452439912039,-28.2482560646316,-6.06310851914655,-161.255650068874,6.64582025174478,-31.6495502283268,-25.0540556618901,-0.708715007705383,-7.19115771701392,-209.708889815053,-220.566497783563,-151.683744651065,3.95148394334033,3.21138082089687,2.89767873970557,3.48363297232447,21.1213567578619,13.6878893408975
"6",45.1505585428419,-28.5411205342547,-6.35665311057358,-161.783792061152,6.82418701166057,-31.3903811904155,-25.1079696058431,-0.721784725465159,-7.65432810491417,-202.946269245913,-217.512557680938,-148.572093998999,3.59701827314883,3.25892219929203,2.92072854139188,3.97466871061764,19.8704070350952,14.4670140705234
"7",66.1910383449795,-26.4293484197275,-7.31240922895671,-157.452887135187,6.40994104831921,-27.9489558260143,-18.4895861890801,-1.79507364081246,-6.09769794200679,-243.523152175726,-238.385449279191,-149.29132487139,5.29813250159769,9.52930765829312,3.10695183848198,3.88259430512398,19.3066161200602,14.0755403098069
"8",65.5296336963426,-26.6723724121415,-6.87808527382994,-162.223661294853,6.52266746012554,-30.1011969942632,-19.6018624893783,-1.47041920931745,-7.57753974517591,-230.408629430576,-241.345817293268,-152.033427944444,4.71366481747617,5.63245678860225,4.8384898450801,3.32054538405981,20.564046413556,13.5568416660392
"9",66.3522278389506,-26.8079378369782,-6.5583593707164,-166.594682655911,6.98274673017504,-27.2167640801548,-21.6691185002807,-1.27020837550997,-6.54954856384784,-239.650616434034,-242.91541846195,-153.177643081235,6.06113545108123,5.02108871404274,3.08975196758895,3.34457631102079,19.3415978714667,13.7446142544739
"10",50.6456320478681,-28.2344429562991,-6.06251949658983,-157.157755429205,6.82681561138115,-32.1044096570966,-22.7796641430676,-0.728699990447754,-6.46798501412974,-237.616829617785,-227.787682602852,-147.083804865379,6.45127707251769,4.51888769214587,3.48261682981135,3.3982703316688,19.9660628405562,15.1415558620887
"11",63.4450229000666,-26.8520207245726,-6.55973494483696,-155.433566434324,6.06820376644759,-32.4515177478187,-22.1592642142546,-1.94053917933561,-7.5686129488159,-237.027363610288,-240.011620742348,-146.410555798983,8.11793270565709,5.3829295577982,3.20968864136549,3.27273643587308,20.611725236529,14.2005425579273
